KEGGgene	Module	Organism
syn:slr0066	md:syn_M00125	Synechocystis
syn:sll1894	md:syn_M00125	Synechocystis
syn:sll1282	md:syn_M00125	Synechocystis
syn:sll0300	md:syn_M00125	Synechocystis
syn:slr1882	md:syn_M00125	Synechocystis
syn:slr0426	md:syn_M00126	Synechocystis
syn:slr1626	md:syn_M00126	Synechocystis
syn:slr1093	md:syn_M00126	Synechocystis
syn:slr2026	md:syn_M00126	Synechocystis
syn:slr1626	md:syn_M00126	Synechocystis
syn:sll1612	md:syn_M00126	Synechocystis
syn:ssr0102	md:syn_M00127	Synechocystis
syn:slr0633	md:syn_M00127	Synechocystis
syn:slr0118	md:syn_M00127	Synechocystis
syn:sll0635	md:syn_M00127	Synechocystis
syn:slr1787	md:syn_M00127	Synechocystis
syn:slr1299	md:syn_M00129	Synechocystis
syn:slr0942	md:syn_M00129	Synechocystis
syn:sll1383	md:syn_M00131	Synechocystis
syn:sll1329	md:syn_M00131	Synechocystis
syn:slr0662	md:syn_M00133	Synechocystis
syn:slr1312	md:syn_M00133	Synechocystis
syn:sll1077	md:syn_M00133	Synechocystis
syn:sll0228	md:syn_M00133	Synechocystis
syn:slr0091	md:syn_M00135	Synechocystis
syn:sll1931	md:syn_M00140	Synechocystis
syn:sll0753	md:syn_M00140	Synechocystis
syn:slr1279	md:syn_M00145	Synechocystis
syn:slr1280	md:syn_M00145	Synechocystis
syn:slr1281	md:syn_M00145	Synechocystis
syn:slr0261	md:syn_M00145	Synechocystis
syn:sll0519	md:syn_M00145	Synechocystis
syn:sll0520	md:syn_M00145	Synechocystis
syn:sll0521	md:syn_M00145	Synechocystis
syn:sll0522	md:syn_M00145	Synechocystis
syn:slr0844	md:syn_M00145	Synechocystis
syn:sll0026	md:syn_M00145	Synechocystis
syn:sll1732	md:syn_M00145	Synechocystis
syn:slr0331	md:syn_M00145	Synechocystis
syn:slr1291	md:syn_M00145	Synechocystis
syn:sll0027	md:syn_M00145	Synechocystis
syn:sll1733	md:syn_M00145	Synechocystis
syn:sll0223	md:syn_M00145	Synechocystis
syn:ssr1386	md:syn_M00145	Synechocystis
syn:slr1623	md:syn_M00145	Synechocystis
syn:sll1262	md:syn_M00145	Synechocystis
syn:slr0201	md:syn_M00149	Synechocystis
syn:slr1233	md:syn_M00149	Synechocystis
syn:sll1625	md:syn_M00149	Synechocystis
syn:sll0823	md:syn_M00149	Synechocystis
syn:slr1379	md:syn_M00153	Synechocystis
syn:slr1380	md:syn_M00153	Synechocystis
syn:sll1899	md:syn_M00154	Synechocystis
syn:sll1898	md:syn_M00154	Synechocystis
syn:slr1136	md:syn_M00155	Synechocystis
syn:sll0813	md:syn_M00155	Synechocystis
syn:slr1137	md:syn_M00155	Synechocystis
syn:slr2082	md:syn_M00155	Synechocystis
syn:slr1138	md:syn_M00155	Synechocystis
syn:slr2083	md:syn_M00155	Synechocystis
syn:sll1326	md:syn_M00157	Synechocystis
syn:slr1329	md:syn_M00157	Synechocystis
syn:sll1325	md:syn_M00157	Synechocystis
syn:slr1330	md:syn_M00157	Synechocystis
syn:sll1327	md:syn_M00157	Synechocystis
syn:sll1322	md:syn_M00157	Synechocystis
syn:sll1323	md:syn_M00157	Synechocystis
syn:sll1324	md:syn_M00157	Synechocystis
syn:ssl2615	md:syn_M00157	Synechocystis
syn:sll1867	md:syn_M00161	Synechocystis
syn:slr1181	md:syn_M00161	Synechocystis
syn:slr1311	md:syn_M00161	Synechocystis
syn:slr0927	md:syn_M00161	Synechocystis
syn:sll0849	md:syn_M00161	Synechocystis
syn:sll0851	md:syn_M00161	Synechocystis
syn:slr0906	md:syn_M00161	Synechocystis
syn:ssr3451	md:syn_M00161	Synechocystis
syn:smr0006	md:syn_M00161	Synechocystis
syn:slr0342	md:syn_M00162	Synechocystis
syn:slr0343	md:syn_M00162	Synechocystis
syn:sll1317	md:syn_M00162	Synechocystis
syn:sll1182	md:syn_M00162	Synechocystis
syn:sll1316	md:syn_M00162	Synechocystis
syn:slr1185	md:syn_M00162	Synechocystis
syn:smr0003	md:syn_M00162	Synechocystis
syn:sml0004	md:syn_M00162	Synechocystis
syn:smr0010	md:syn_M00162	Synechocystis
syn:slr1834	md:syn_M00163	Synechocystis
syn:slr1835	md:syn_M00163	Synechocystis
syn:ssl0563	md:syn_M00163	Synechocystis
syn:slr0737	md:syn_M00163	Synechocystis
syn:ssr2831	md:syn_M00163	Synechocystis
syn:sll0819	md:syn_M00163	Synechocystis
syn:sll1525	md:syn_M00165	Synechocystis
syn:slr0009	md:syn_M00165	Synechocystis
syn:slr0012	md:syn_M00165	Synechocystis
syn:slr0394	md:syn_M00165	Synechocystis
syn:sll1342	md:syn_M00165	Synechocystis
syn:slr0884	md:syn_M00165	Synechocystis
syn:slr0943	md:syn_M00165	Synechocystis
syn:sll0018	md:syn_M00165	Synechocystis
syn:slr0952	md:syn_M00165	Synechocystis
syn:slr2094	md:syn_M00165	Synechocystis
syn:sll1070	md:syn_M00165	Synechocystis
syn:slr0943	md:syn_M00165	Synechocystis
syn:sll0018	md:syn_M00165	Synechocystis
syn:slr2094	md:syn_M00165	Synechocystis
syn:sll1070	md:syn_M00165	Synechocystis
syn:slr0194	md:syn_M00165	Synechocystis
syn:ssl2153	md:syn_M00165	Synechocystis
syn:sll1525	md:syn_M00166	Synechocystis
syn:slr0009	md:syn_M00166	Synechocystis
syn:slr0012	md:syn_M00166	Synechocystis
syn:slr0394	md:syn_M00166	Synechocystis
syn:sll1342	md:syn_M00166	Synechocystis
syn:slr0884	md:syn_M00166	Synechocystis
syn:slr0943	md:syn_M00167	Synechocystis
syn:sll0018	md:syn_M00167	Synechocystis
syn:slr0952	md:syn_M00167	Synechocystis
syn:slr2094	md:syn_M00167	Synechocystis
syn:sll1070	md:syn_M00167	Synechocystis
syn:slr0943	md:syn_M00167	Synechocystis
syn:sll0018	md:syn_M00167	Synechocystis
syn:slr2094	md:syn_M00167	Synechocystis
syn:sll1070	md:syn_M00167	Synechocystis
syn:slr0194	md:syn_M00167	Synechocystis
syn:ssl2153	md:syn_M00167	Synechocystis
syn:sll0920	md:syn_M00168	Synechocystis
syn:sll0891	md:syn_M00168	Synechocystis
syn:sll0920	md:syn_M00170	Synechocystis
syn:sll0920	md:syn_M00171	Synechocystis
syn:sll0920	md:syn_M00172	Synechocystis
syn:sll0741	md:syn_M00173	Synechocystis
syn:slr0301	md:syn_M00173	Synechocystis
syn:sll0920	md:syn_M00173	Synechocystis
syn:sll0891	md:syn_M00173	Synechocystis
syn:slr0018	md:syn_M00173	Synechocystis
syn:slr1233	md:syn_M00173	Synechocystis
syn:sll1625	md:syn_M00173	Synechocystis
syn:sll0823	md:syn_M00173	Synechocystis
syn:slr0201	md:syn_M00173	Synechocystis
syn:sll1557	md:syn_M00173	Synechocystis
syn:sll1023	md:syn_M00173	Synechocystis
syn:slr1289	md:syn_M00173	Synechocystis
syn:slr0665	md:syn_M00173	Synechocystis
syn:slr1165	md:syn_M00176	Synechocystis
syn:slr0676	md:syn_M00176	Synechocystis
syn:slr0676	md:syn_M00176	Synechocystis
syn:slr1791	md:syn_M00176	Synechocystis
syn:slr0963	md:syn_M00176	Synechocystis
syn:slr1934	md:syn_M00307	Synechocystis
syn:sll1721	md:syn_M00307	Synechocystis
syn:sll1841	md:syn_M00307	Synechocystis
syn:slr1096	md:syn_M00307	Synechocystis
syn:sll0741	md:syn_M00307	Synechocystis
syn:sll0107	md:syn_M00308	Synechocystis
syn:slr0884	md:syn_M00308	Synechocystis
syn:slr0394	md:syn_M00308	Synechocystis
syn:sll0018	md:syn_M00344	Synechocystis
syn:slr0952	md:syn_M00344	Synechocystis
syn:sll0018	md:syn_M00345	Synechocystis
syn:sll1931	md:syn_M00346	Synechocystis
syn:slr0752	md:syn_M00346	Synechocystis
syn:sll0920	md:syn_M00346	Synechocystis
syn:sll0891	md:syn_M00346	Synechocystis
syn:sll1299	md:syn_M00357	Synechocystis
syn:sll0542	md:syn_M00357	Synechocystis
syn:slr1718	md:syn_M00358	Synechocystis
syn:sll1556	md:syn_M00364	Synechocystis
syn:slr0739	md:syn_M00364	Synechocystis
syn:sll0927	md:syn_M00368	Synechocystis
syn:slr1993	md:syn_M00373	Synechocystis
syn:slr1994	md:syn_M00373	Synechocystis
syn:slr0301	md:syn_M00374	Synechocystis
syn:sll0920	md:syn_M00374	Synechocystis
syn:sll0891	md:syn_M00374	Synechocystis
syn:slr1233	md:syn_M00374	Synechocystis
syn:sll1625	md:syn_M00374	Synechocystis
syn:sll0823	md:syn_M00374	Synechocystis
syn:slr0201	md:syn_M00374	Synechocystis
syn:sll1557	md:syn_M00374	Synechocystis
syn:sll1023	md:syn_M00374	Synechocystis
syn:slr1993	md:syn_M00374	Synechocystis
syn:slr1993	md:syn_M00375	Synechocystis
syn:slr0435	md:syn_M00376	Synechocystis
syn:sll0053	md:syn_M00376	Synechocystis
syn:sll0728	md:syn_M00376	Synechocystis
syn:sll0336	md:syn_M00376	Synechocystis
syn:slr1233	md:syn_M00376	Synechocystis
syn:sll1625	md:syn_M00376	Synechocystis
syn:sll0823	md:syn_M00376	Synechocystis
syn:slr0201	md:syn_M00376	Synechocystis
syn:slr0018	md:syn_M00376	Synechocystis
syn:sll0753	md:syn_M00377	Synechocystis
syn:slr2141	md:syn_M00377	Synechocystis
syn:sll1285	md:syn_M00378	Synechocystis
syn:sll1659	md:syn_M00378	Synechocystis
syn:sll1564	md:syn_M00432	Synechocystis
syn:slr0186	md:syn_M00432	Synechocystis
syn:sll1470	md:syn_M00432	Synechocystis
syn:sll1444	md:syn_M00432	Synechocystis
syn:slr1517	md:syn_M00432	Synechocystis
syn:slr0657	md:syn_M00525	Synechocystis
syn:slr0549	md:syn_M00525	Synechocystis
syn:slr0550	md:syn_M00525	Synechocystis
syn:sll1058	md:syn_M00525	Synechocystis
syn:slr1665	md:syn_M00525	Synechocystis
syn:sll0504	md:syn_M00525	Synechocystis
syn:slr0657	md:syn_M00526	Synechocystis
syn:slr0549	md:syn_M00526	Synechocystis
syn:slr0550	md:syn_M00526	Synechocystis
syn:sll1058	md:syn_M00526	Synechocystis
syn:sll0504	md:syn_M00526	Synechocystis
syn:slr0657	md:syn_M00527	Synechocystis
syn:slr0549	md:syn_M00527	Synechocystis
syn:slr0550	md:syn_M00527	Synechocystis
syn:sll1058	md:syn_M00527	Synechocystis
syn:sll0480	md:syn_M00527	Synechocystis
syn:sll0006	md:syn_M00527	Synechocystis
syn:slr1665	md:syn_M00527	Synechocystis
syn:sll0504	md:syn_M00527	Synechocystis
syn:sll0450	md:syn_M00529	Synechocystis
syn:sll1454	md:syn_M00531	Synechocystis
syn:slr0898	md:syn_M00531	Synechocystis
syn:slr0009	md:syn_M00532	Synechocystis
syn:slr0012	md:syn_M00532	Synechocystis
syn:sll1931	md:syn_M00532	Synechocystis
syn:slr0293	md:syn_M00532	Synechocystis
syn:sll0171	md:syn_M00532	Synechocystis
syn:slr1096	md:syn_M00532	Synechocystis
syn:slr0879	md:syn_M00532	Synechocystis
syn:sll1470	md:syn_M00535	Synechocystis
syn:sll1444	md:syn_M00535	Synechocystis
syn:slr1517	md:syn_M00535	Synechocystis
syn:sll0593	md:syn_M00549	Synechocystis
syn:slr0329	md:syn_M00549	Synechocystis
syn:sll0726	md:syn_M00549	Synechocystis
syn:slr0884	md:syn_M00552	Synechocystis
syn:slr0394	md:syn_M00552	Synechocystis
syn:slr1176	md:syn_M00565	Synechocystis
syn:sll0945	md:syn_M00565	Synechocystis
syn:sll1393	md:syn_M00565	Synechocystis
syn:sll0158	md:syn_M00565	Synechocystis
syn:sll0735	md:syn_M00565	Synechocystis
syn:slr0237	md:syn_M00565	Synechocystis
syn:slr1857	md:syn_M00565	Synechocystis
syn:slr2072	md:syn_M00570	Synechocystis
syn:sll1981	md:syn_M00570	Synechocystis
syn:slr2088	md:syn_M00570	Synechocystis
syn:sll0065	md:syn_M00570	Synechocystis
syn:sll1363	md:syn_M00570	Synechocystis
syn:slr0452	md:syn_M00570	Synechocystis
syn:slr0032	md:syn_M00570	Synechocystis
syn:sll1069	md:syn_M00572	Synechocystis
syn:slr1332	md:syn_M00572	Synechocystis
syn:slr0886	md:syn_M00572	Synechocystis
syn:sll5079	md:syn_M00572	Synechocystis
syn:sll1605	md:syn_M00572	Synechocystis
syn:slr1051	md:syn_M00572	Synechocystis
syn:slr0917	md:syn_M00573	Synechocystis
syn:slr0523	md:syn_M00573	Synechocystis
syn:slr1364	md:syn_M00573	Synechocystis
syn:sll1180	md:syn_M00575	Synechocystis
syn:sll0720	md:syn_M00575	Synechocystis
syn:sll1181	md:syn_M00575	Synechocystis
syn:slr0917	md:syn_M00577	Synechocystis
syn:slr0523	md:syn_M00577	Synechocystis
syn:slr1364	md:syn_M00577	Synechocystis
syn:slr2132	md:syn_M00579	Synechocystis
syn:sll1299	md:syn_M00579	Synechocystis
syn:slr0194	md:syn_M00580	Synechocystis
syn:slr1165	md:syn_M00596	Synechocystis
syn:sll0927	md:syn_M00609	Synechocystis
syn:sll1450	md:syn_M00615	Synechocystis
syn:sll1451	md:syn_M00615	Synechocystis
syn:sll1452	md:syn_M00615	Synechocystis
syn:sll1453	md:syn_M00615	Synechocystis
syn:slr1452	md:syn_M00616	Synechocystis
syn:slr1453	md:syn_M00616	Synechocystis
syn:slr1454	md:syn_M00616	Synechocystis
syn:slr1455	md:syn_M00616	Synechocystis
syn:sll0891	md:syn_M00620	Synechocystis
syn:sll1557	md:syn_M00620	Synechocystis
syn:sll1023	md:syn_M00620	Synechocystis
syn:slr0121	md:syn_M00627	Synechocystis
syn:sll0107	md:syn_M00631	Synechocystis
syn:slr1067	md:syn_M00632	Synechocystis
syn:slr1078	md:syn_M00632	Synechocystis
syn:sll0244	md:syn_M00632	Synechocystis
syn:sll0034	md:syn_M00651	Synechocystis
syn:slr1679	md:syn_M00651	Synechocystis
syn:sll0401	md:syn_M00740	Synechocystis
syn:slr1289	md:syn_M00740	Synechocystis
syn:sll0891	md:syn_M00740	Synechocystis
syn:sll0207	md:syn_M00793	Synechocystis
syn:slr0836	md:syn_M00793	Synechocystis
syn:slr0985	md:syn_M00793	Synechocystis
syn:slr1933	md:syn_M00793	Synechocystis
syn:sll1395	md:syn_M00793	Synechocystis
syn:slr1019	md:syn_M00835	Synechocystis
syn:sll1894	md:syn_M00840	Synechocystis
syn:slr1626	md:syn_M00840	Synechocystis
syn:slr0426	md:syn_M00841	Synechocystis
syn:sll1612	md:syn_M00841	Synechocystis
syn:slr0426	md:syn_M00842	Synechocystis
syn:slr0078	md:syn_M00842	Synechocystis
syn:slr0426	md:syn_M00843	Synechocystis
syn:slr0078	md:syn_M00843	Synechocystis
syn:sll0902	md:syn_M00844	Synechocystis
syn:slr0585	md:syn_M00844	Synechocystis
syn:slr1133	md:syn_M00844	Synechocystis
syn:sll0080	md:syn_M00845	Synechocystis
syn:slr1022	md:syn_M00845	Synechocystis
syn:slr0585	md:syn_M00845	Synechocystis
syn:slr1133	md:syn_M00845	Synechocystis
syn:slr1808	md:syn_M00846	Synechocystis
syn:sll0017	md:syn_M00846	Synechocystis
syn:sll1994	md:syn_M00846	Synechocystis
syn:slr1887	md:syn_M00846	Synechocystis
syn:sll0166	md:syn_M00846	Synechocystis
syn:sll0378	md:syn_M00846	Synechocystis
syn:sll0166	md:syn_M00846	Synechocystis
syn:slr1993	md:syn_M00849	Synechocystis
syn:sll1556	md:syn_M00849	Synechocystis
syn:slr1176	md:syn_M00854	Synechocystis
syn:sll0945	md:syn_M00854	Synechocystis
syn:sll1393	md:syn_M00854	Synechocystis
syn:sll0158	md:syn_M00854	Synechocystis
syn:sll0735	md:syn_M00854	Synechocystis
syn:sll1356	md:syn_M00855	Synechocystis
syn:slr1367	md:syn_M00855	Synechocystis
syn:sll1676	md:syn_M00855	Synechocystis
syn:sll0726	md:syn_M00855	Synechocystis
syn:sll0379	md:syn_M00866	Synechocystis
syn:sll1508	md:syn_M00866	Synechocystis
syn:slr0776	md:syn_M00866	Synechocystis
syn:slr0015	md:syn_M00866	Synechocystis
syn:sll1994	md:syn_M00868	Synechocystis
syn:slr1887	md:syn_M00868	Synechocystis
syn:slr0536	md:syn_M00868	Synechocystis
syn:sll1185	md:syn_M00868	Synechocystis
syn:slr0839	md:syn_M00868	Synechocystis
syn:slr1050	md:syn_M00872	Synechocystis
syn:slr2023	md:syn_M00873	Synechocystis
syn:sll1069	md:syn_M00873	Synechocystis
syn:slr1332	md:syn_M00873	Synechocystis
syn:slr2023	md:syn_M00874	Synechocystis
syn:sll1069	md:syn_M00874	Synechocystis
syn:slr1332	md:syn_M00874	Synechocystis
syn:slr0886	md:syn_M00874	Synechocystis
syn:sll5079	md:syn_M00874	Synechocystis
syn:slr0901	md:syn_M00880	Synechocystis
syn:slr0902	md:syn_M00880	Synechocystis
syn:slr0903	md:syn_M00880	Synechocystis
syn:slr0900	md:syn_M00880	Synechocystis
syn:slr0994	md:syn_M00881	Synechocystis
syn:slr1598	md:syn_M00881	Synechocystis
syn:sll0868	md:syn_M00881	Synechocystis
syn:slr1598	md:syn_M00882	Synechocystis
syn:sll0868	md:syn_M00882	Synechocystis
syn:slr1598	md:syn_M00883	Synechocystis
syn:sll0868	md:syn_M00883	Synechocystis
syn:slr1598	md:syn_M00884	Synechocystis
syn:sll0868	md:syn_M00884	Synechocystis
syn:ssr0102	md:syn_M00895	Synechocystis
syn:slr0633	md:syn_M00895	Synechocystis
syn:slr0118	md:syn_M00895	Synechocystis
syn:sll0635	md:syn_M00895	Synechocystis
syn:slr1787	md:syn_M00895	Synechocystis
syn:slr0118	md:syn_M00896	Synechocystis
syn:sll0635	md:syn_M00896	Synechocystis
syn:slr1787	md:syn_M00896	Synechocystis
syn:slr0118	md:syn_M00897	Synechocystis
syn:sll0635	md:syn_M00899	Synechocystis
syn:sll0593	md:syn_M00909	Synechocystis
syn:slr0329	md:syn_M00909	Synechocystis
syn:slr1349	md:syn_M00909	Synechocystis
syn:sll0220	md:syn_M00909	Synechocystis
syn:sll1758	md:syn_M00909	Synechocystis
syn:sll0899	md:syn_M00909	Synechocystis
syn:sll1282	md:syn_M00911	Synechocystis
syn:sll0300	md:syn_M00911	Synechocystis
syn:slr2121	md:syn_M00912	Synechocystis
syn:slr0936	md:syn_M00912	Synechocystis
syn:sll1916	md:syn_M00912	Synechocystis
syn:slr1691	md:syn_M00912	Synechocystis
syn:slr0526	md:syn_M00913	Synechocystis
syn:slr0091	md:syn_M00913	Synechocystis
syn:slr0526	md:syn_M00914	Synechocystis
syn:sll0250	md:syn_M00914	Synechocystis
syn:sll0378	md:syn_M00924	Synechocystis
syn:sll0166	md:syn_M00924	Synechocystis
syn:sll0037	md:syn_M00924	Synechocystis
syn:slr1879	md:syn_M00924	Synechocystis
syn:slr0969	md:syn_M00924	Synechocystis
syn:slr0239	md:syn_M00924	Synechocystis
syn:slr0969	md:syn_M00924	Synechocystis
syn:slr1538	md:syn_M00924	Synechocystis
syn:slr0252	md:syn_M00924	Synechocystis
syn:slr1368	md:syn_M00924	Synechocystis
syn:sll0099	md:syn_M00924	Synechocystis
syn:sll0794	md:syn_M00924	Synechocystis
syn:sll0916	md:syn_M00924	Synechocystis
syn:slr1467	md:syn_M00924	Synechocystis
syn:sll1501	md:syn_M00924	Synechocystis
syn:sll0378	md:syn_M00925	Synechocystis
syn:sll0166	md:syn_M00925	Synechocystis
syn:slr1879	md:syn_M00925	Synechocystis
syn:slr0969	md:syn_M00925	Synechocystis
syn:slr0239	md:syn_M00925	Synechocystis
syn:slr0252	md:syn_M00925	Synechocystis
syn:sll0099	md:syn_M00925	Synechocystis
syn:sll0794	md:syn_M00925	Synechocystis
syn:sll0916	md:syn_M00925	Synechocystis
syn:slr1467	md:syn_M00925	Synechocystis
syn:sll1501	md:syn_M00925	Synechocystis
syn:slr1211	md:syn_M00925	Synechocystis
syn:sll1890	md:syn_M00925	Synechocystis
syn:slr1808	md:syn_M00926	Synechocystis
syn:sll0017	md:syn_M00926	Synechocystis
syn:sll1994	md:syn_M00926	Synechocystis
syn:slr1887	md:syn_M00926	Synechocystis
syn:sll0166	md:syn_M00926	Synechocystis
syn:slr0536	md:syn_M00926	Synechocystis
syn:slr0839	md:syn_M00926	Synechocystis
syn:slr0817	md:syn_M00932	Synechocystis
syn:sll0603	md:syn_M00932	Synechocystis
syn:slr1916	md:syn_M00932	Synechocystis
syn:sll0409	md:syn_M00932	Synechocystis
syn:slr0492	md:syn_M00932	Synechocystis
syn:sll1127	md:syn_M00932	Synechocystis
syn:slr0204	md:syn_M00932	Synechocystis
syn:slr1518	md:syn_M00932	Synechocystis
syn:slr1743	md:syn_M00932	Synechocystis
syn:sll1653	md:syn_M00932	Synechocystis
syn:slr1164	md:syn_M00938	Synechocystis
syn:slr0591	md:syn_M00938	Synechocystis
syn:slr0379	md:syn_M00938	Synechocystis
syn:sll1852	md:syn_M00938	Synechocystis
syn:sll1635	md:syn_M00938	Synechocystis
syn:slr0379	md:syn_M00938	Synechocystis
syn:sll1852	md:syn_M00938	Synechocystis
hpse:HPF_20660	md:hpse_M00001	Hydrogenophaga
hpse:HPF_08850	md:hpse_M00001	Hydrogenophaga
hpse:HPF_22920	md:hpse_M00001	Hydrogenophaga
hpse:HPF_04940	md:hpse_M00001	Hydrogenophaga
hpse:HPF_22300	md:hpse_M00001	Hydrogenophaga
hpse:HPF_06225	md:hpse_M00001	Hydrogenophaga
hpse:HPF_07480	md:hpse_M00001	Hydrogenophaga
hpse:HPF_06215	md:hpse_M00001	Hydrogenophaga
hpse:HPF_22895	md:hpse_M00001	Hydrogenophaga
hpse:HPF_06220	md:hpse_M00001	Hydrogenophaga
hpse:HPF_22510	md:hpse_M00001	Hydrogenophaga
hpse:HPF_04965	md:hpse_M00001	Hydrogenophaga
hpse:HPF_20745	md:hpse_M00001	Hydrogenophaga
hpse:HPF_17725	md:hpse_M00001	Hydrogenophaga
hpse:HPF_22305	md:hpse_M00001	Hydrogenophaga
hpse:HPF_07480	md:hpse_M00002	Hydrogenophaga
hpse:HPF_06215	md:hpse_M00002	Hydrogenophaga
hpse:HPF_22895	md:hpse_M00002	Hydrogenophaga
hpse:HPF_06220	md:hpse_M00002	Hydrogenophaga
hpse:HPF_22510	md:hpse_M00002	Hydrogenophaga
hpse:HPF_04965	md:hpse_M00002	Hydrogenophaga
hpse:HPF_20745	md:hpse_M00002	Hydrogenophaga
hpse:HPF_17725	md:hpse_M00002	Hydrogenophaga
hpse:HPF_22305	md:hpse_M00002	Hydrogenophaga
hpse:HPF_00965	md:hpse_M00003	Hydrogenophaga
hpse:HPF_17725	md:hpse_M00003	Hydrogenophaga
hpse:HPF_04965	md:hpse_M00003	Hydrogenophaga
hpse:HPF_20745	md:hpse_M00003	Hydrogenophaga
hpse:HPF_06220	md:hpse_M00003	Hydrogenophaga
hpse:HPF_22510	md:hpse_M00003	Hydrogenophaga
hpse:HPF_06215	md:hpse_M00003	Hydrogenophaga
hpse:HPF_22895	md:hpse_M00003	Hydrogenophaga
hpse:HPF_07480	md:hpse_M00003	Hydrogenophaga
hpse:HPF_22300	md:hpse_M00003	Hydrogenophaga
hpse:HPF_06225	md:hpse_M00003	Hydrogenophaga
hpse:HPF_07215	md:hpse_M00003	Hydrogenophaga
hpse:HPF_06195	md:hpse_M00003	Hydrogenophaga
hpse:HPF_08870	md:hpse_M00004	Hydrogenophaga
hpse:HPF_08865	md:hpse_M00004	Hydrogenophaga
hpse:HPF_06190	md:hpse_M00004	Hydrogenophaga
hpse:HPF_21630	md:hpse_M00004	Hydrogenophaga
hpse:HPF_14625	md:hpse_M00004	Hydrogenophaga
hpse:HPF_06205	md:hpse_M00004	Hydrogenophaga
hpse:HPF_22900	md:hpse_M00004	Hydrogenophaga
hpse:HPF_19955	md:hpse_M00004	Hydrogenophaga
hpse:HPF_08850	md:hpse_M00004	Hydrogenophaga
hpse:HPF_06560	md:hpse_M00005	Hydrogenophaga
hpse:HPF_14810	md:hpse_M00005	Hydrogenophaga
hpse:HPF_08870	md:hpse_M00006	Hydrogenophaga
hpse:HPF_08865	md:hpse_M00006	Hydrogenophaga
hpse:HPF_06205	md:hpse_M00007	Hydrogenophaga
hpse:HPF_22900	md:hpse_M00007	Hydrogenophaga
hpse:HPF_19955	md:hpse_M00007	Hydrogenophaga
hpse:HPF_06190	md:hpse_M00007	Hydrogenophaga
hpse:HPF_21630	md:hpse_M00007	Hydrogenophaga
hpse:HPF_14625	md:hpse_M00007	Hydrogenophaga
hpse:HPF_08870	md:hpse_M00008	Hydrogenophaga
hpse:HPF_08865	md:hpse_M00008	Hydrogenophaga
hpse:HPF_08860	md:hpse_M00008	Hydrogenophaga
hpse:HPF_08855	md:hpse_M00008	Hydrogenophaga
hpse:HPF_06915	md:hpse_M00009	Hydrogenophaga
hpse:HPF_12640	md:hpse_M00009	Hydrogenophaga
hpse:HPF_07000	md:hpse_M00009	Hydrogenophaga
hpse:HPF_06960	md:hpse_M00009	Hydrogenophaga
hpse:HPF_13460	md:hpse_M00009	Hydrogenophaga
hpse:HPF_13470	md:hpse_M00009	Hydrogenophaga
hpse:HPF_10570	md:hpse_M00009	Hydrogenophaga
hpse:HPF_10575	md:hpse_M00009	Hydrogenophaga
hpse:HPF_10515	md:hpse_M00009	Hydrogenophaga
hpse:HPF_10580	md:hpse_M00009	Hydrogenophaga
hpse:HPF_22830	md:hpse_M00009	Hydrogenophaga
hpse:HPF_22835	md:hpse_M00009	Hydrogenophaga
hpse:HPF_03860	md:hpse_M00009	Hydrogenophaga
hpse:HPF_06930	md:hpse_M00009	Hydrogenophaga
hpse:HPF_07305	md:hpse_M00009	Hydrogenophaga
hpse:HPF_06925	md:hpse_M00009	Hydrogenophaga
hpse:HPF_06940	md:hpse_M00009	Hydrogenophaga
hpse:HPF_06935	md:hpse_M00009	Hydrogenophaga
hpse:HPF_15025	md:hpse_M00009	Hydrogenophaga
hpse:HPF_22980	md:hpse_M00009	Hydrogenophaga
hpse:HPF_06950	md:hpse_M00009	Hydrogenophaga
hpse:HPF_06915	md:hpse_M00010	Hydrogenophaga
hpse:HPF_12640	md:hpse_M00010	Hydrogenophaga
hpse:HPF_07000	md:hpse_M00010	Hydrogenophaga
hpse:HPF_06960	md:hpse_M00010	Hydrogenophaga
hpse:HPF_13460	md:hpse_M00010	Hydrogenophaga
hpse:HPF_13470	md:hpse_M00010	Hydrogenophaga
hpse:HPF_10570	md:hpse_M00011	Hydrogenophaga
hpse:HPF_10575	md:hpse_M00011	Hydrogenophaga
hpse:HPF_10515	md:hpse_M00011	Hydrogenophaga
hpse:HPF_10580	md:hpse_M00011	Hydrogenophaga
hpse:HPF_22830	md:hpse_M00011	Hydrogenophaga
hpse:HPF_22835	md:hpse_M00011	Hydrogenophaga
hpse:HPF_03860	md:hpse_M00011	Hydrogenophaga
hpse:HPF_06930	md:hpse_M00011	Hydrogenophaga
hpse:HPF_07305	md:hpse_M00011	Hydrogenophaga
hpse:HPF_06925	md:hpse_M00011	Hydrogenophaga
hpse:HPF_06940	md:hpse_M00011	Hydrogenophaga
hpse:HPF_06935	md:hpse_M00011	Hydrogenophaga
hpse:HPF_15025	md:hpse_M00011	Hydrogenophaga
hpse:HPF_22980	md:hpse_M00011	Hydrogenophaga
hpse:HPF_06950	md:hpse_M00011	Hydrogenophaga
hpse:HPF_06915	md:hpse_M00012	Hydrogenophaga
hpse:HPF_12640	md:hpse_M00012	Hydrogenophaga
hpse:HPF_07000	md:hpse_M00012	Hydrogenophaga
hpse:HPF_06960	md:hpse_M00012	Hydrogenophaga
hpse:HPF_14895	md:hpse_M00012	Hydrogenophaga
hpse:HPF_21795	md:hpse_M00012	Hydrogenophaga
